タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner
"in the house / Nishiwaseda ""Street Dance Park""",〒169-0075 東京都新宿区高田馬場１丁目１?１３ ONE ROOF FLAT NISHIWASEDA B1,,http://inthehouse.tokyo/,050-3558-1384,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業",1,35.7093024,139.709087,東京,高田馬場駅,583,高田馬場駅,1,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅|feature:24h,
ダンススクエア 葛西スタジオ,〒134-0084 東京都江戸川区東葛西６丁目２?１０ 森ビル 7階,,http://d-s-u-s.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6627632,139.8737867,東京,なし,,,0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h,
スタジオジパング 錦糸町スタジオSTANDARD,〒130-0012 東京都墨田区太平３丁目１４?１０ スズキビルディング 1階,,https://studiozipang.com/,,"2024-02-29 木曜日 6時00分～23時00分
2024-03-01 金曜日 6時00分～23時00分
2024-03-02 土曜日 6時00分～23時00分
2024-03-03 日曜日 6時00分～23時00分
2024-03-04 月曜日 6時00分～23時00分
2024-03-05 火曜日 6時00分～23時00分
2024-03-06 水曜日 6時00分～23時00分
",1,35.7015972,139.8135479,東京,錦糸町駅,547,錦糸町駅|押上駅,2,墨田区,錦糸町,錦糸町,area:錦糸町|station:錦糸町駅|station:押上駅|feature:24h,
Infinity Gym チアダンス・チアリーディング,〒157-0074 東京都世田谷区大蔵１丁目２?２７,,https://infinitygymsetagaya.com/,080-3317-1985,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 9時00分～21時00分
2024-03-01 金曜日 9時00分～21時00分
2024-03-02 土曜日 9時00分～21時00分
2024-03-03 日曜日 9時00分～21時00分
2024-03-04 月曜日 9時00分～21時00分
2024-03-05 火曜日 9時00分～21時00分
2024-03-06 水曜日 9時00分～21時00分
",1,35.6357397,139.621826,東京,なし,,,0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|feature:24h,
Irodori麻布十番,〒106-0045 東京都港区麻布十番１丁目５?１ ＹＫビル 4F,,https://spaceirodori.com/,050-3628-5392,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6577365,139.7326156,東京,麻布十番駅,386,麻布十番駅|六本木駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:麻布十番駅|station:六本木駅|feature:24h,
IS DANCE STUDIO,"ＩＳビル 2F, ４-１１ 東田町 川崎区 川崎市 神奈川県 210-0005",,https://is-dance.net/,044-211-2167,"LGBTQ フレンドリー2024-02-29 木曜日 9時00分～0時00分
2024-03-01 金曜日 9時00分～0時00分
2024-03-02 土曜日 9時00分～0時00分
2024-03-03 日曜日 9時00分～0時00分
2024-03-04 月曜日 9時00分～0時00分
2024-03-05 火曜日 9時00分～0時00分
2024-03-06 水曜日 9時00分～0時00分
",1,35.5291779,139.7029243,東京,なし,,,0,その他,その他,その他,feature:24h,
中村隆彦ダンススタジオ浅草千束,〒111-0031 東京都台東区５ 台東区 千束 4 5 4 提柳泉ビルB1F,,http://senzok.ntdance.site/,,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.7236871,139.7974964,東京,なし,,,0,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|feature:24h,
J.K.キューブ101スタジオエチュード,〒182-0007 東京都調布市菊野台１丁目２０?５,,https://www.studioasp.com/mdata/detail.aspx?i=13031,090-4969-7531,,1,35.6557965,139.5673827,東京,なし,,,0,調布市,調布,調布,area:調布,
J's,〒158-0097 東京都世田谷区用賀３丁目２５?９,,http://www.js-dance-studio.com/,03-3700-9728,"2024-02-29 木曜日 15時45分～20時55分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 9時00分～20時10分
2024-03-03 日曜日 9時00分～17時30分
2024-03-04 月曜日 17時15分～22時00分
2024-03-05 火曜日 9時30分～21時00分
2024-03-06 水曜日 16時15分～20時30分
",1,35.6305214,139.6353717,東京,なし,,,0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|feature:24h,
J’Z STUDIO 千歳烏山店,〒157-0062 東京都世田谷区南烏山６丁目６?６?２ サンマルシェビルB1F,,http://www.jz-studio.jp/,03-6909-1181,"2024-02-29 木曜日 10時00分～23時00分
2024-03-01 金曜日 10時00分～23時00分
2024-03-02 土曜日 10時00分～23時00分
2024-03-03 日曜日 10時00分～23時00分
2024-03-04 月曜日 10時00分～23時00分
2024-03-05 火曜日 10時00分～23時00分
2024-03-06 水曜日 10時00分～23時00分
",1,35.667844,139.599892,東京,なし,,,0,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|feature:24h,
ミライスタジオ上野,〒110-0003 東京都台東区根岸１丁目５?１３,,https://studio-mirai55.com/,,"LGBTQ フレンドリー2024-02-29 木曜日 6時00分～0時00分
2024-03-01 金曜日 6時00分～0時00分
2024-03-02 土曜日 6時00分～0時00分
2024-03-03 日曜日 6時00分～0時00分
2024-03-04 月曜日 6時00分～0時00分
2024-03-05 火曜日 6時00分～0時00分
2024-03-06 水曜日 6時00分～0時00分
",1,35.7225143,139.7791786,東京,日暮里駅,943,日暮里駅|上野駅,2,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:日暮里駅|station:上野駅|feature:24h,
ハセガワ　ダンスアカデミー,〒111-0051 東京都台東区蔵前４丁目３３,,https://hasegawadance.com/,,,1,35.7060751,139.7900634,東京,蔵前駅,303,蔵前駅|浅草駅,2,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:蔵前駅|station:浅草駅,
Jelly Jam Music&Dance Studio 府中,〒183-0045 東京都府中市美好町３丁目１０?４２,,https://jellyjamstudio.com/,042-368-3133,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時30分～20時30分
2024-03-01 金曜日 10時30分～20時30分
2024-03-02 土曜日 10時30分～20時30分
2024-03-03 日曜日 10時30分～20時30分
2024-03-04 月曜日 10時30分～20時30分
2024-03-05 火曜日 10時30分～20時30分
2024-03-06 水曜日 10時30分～20時30分
",1,35.6700295,139.4665541,東京,府中駅,969,府中駅,1,府中市,府中,府中,area:府中|station:府中駅|feature:24h,
トゥモローダンスクラブ｜蔵前教室,〒111-0051 東京都台東区蔵前４丁目３３ エニックス蔵前 2F,,http://tdc.ballroom.jp/,,"LGBTQ フレンドリー2024-02-29 木曜日 12時00分～21時00分
2024-03-01 金曜日 12時00分～21時00分
2024-03-02 土曜日 12時00分～21時00分
2024-03-03 日曜日 12時00分～21時00分
2024-03-04 月曜日 12時00分～21時00分
2024-03-05 火曜日 12時00分～21時00分
2024-03-06 水曜日 12時00分～21時00分
",1,35.7059513,139.7899899,東京,蔵前駅,299,蔵前駅|浅草駅,2,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:蔵前駅|station:浅草駅|feature:24h,
JK Studio 赤羽橋,〒106-0044 東京都港区東麻布１丁目１８?７ リヴェールハヤシ B1,,https://www.instabase.jp/space/8187721432,050-5372-4665,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6557315,139.7427208,東京,麻布十番駅,749,麻布十番駅|田町駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:麻布十番駅|station:田町駅|feature:24h,
JOINT STUDO Harajuku,〒150-0001 東京都渋谷区神宮前４丁目２９?９ Ondenビル B1,,https://joint-harajuku.com/b1-studio/,03-6455-5356,"LGBTQ フレンドリー2024-02-29 木曜日 6時00分～23時30分
2024-03-01 金曜日 6時00分～23時30分
2024-03-02 土曜日 6時00分～23時30分
2024-03-03 日曜日 6時00分～23時30分
2024-03-04 月曜日 6時00分～23時30分
2024-03-05 火曜日 6時00分～23時30分
2024-03-06 水曜日 6時00分～23時30分
",1,35.66844,139.7065645,東京,原宿駅,400,原宿駅|表参道駅|外苑前駅,3,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:原宿駅|station:表参道駅|station:外苑前駅|feature:24h,
JOYFIT24 石川台,〒145-0065 東京都大田区東雪谷２丁目５?１ 1F・2F エンゼルハイム東雪谷,,http://joyfit.jp/ishikawadai/?utm_source=google&utm_medium=maps&utm_campaign=gmb,03-6425-9993,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.597792,139.6842379,東京,なし,,,0,大田区,蒲田,蒲田,area:蒲田|feature:24h,
ＪＰスタジオ,〒165-0027 東京都中野区野方５丁目１７?１０,,http://jp-studio.net/,03-3310-7771,,1,35.7194679,139.6508885,東京,なし,,,0,中野区,中野,中野,area:中野,
K DANCE STUDIO 1024,〒206-0002 東京都多摩市一ノ宮１丁目２５?２ ガーデンヒルズ聖蹟桜ヶ丘 1F,,https://k-dancestudio1024.com/,042-316-9567,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 15時30分～22時45分
2024-03-02 土曜日 10時30分～20時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 15時30分～22時45分
2024-03-05 火曜日 15時30分～22時45分
2024-03-06 水曜日 15時30分～22時45分
",1,35.6514009,139.440461,東京,なし,,,0,多摩市,多摩センター,多摩センター,area:多摩センター|feature:24h,
アナログスタジオ,"笹屋ビル ２F, ４丁目-３４-８ 両国 墨田区 東京都 130-0026",,https://www.analog-st.com/,,,1,35.695111,139.7973714,東京,蔵前駅,1102,蔵前駅,1,墨田区,錦糸町,錦糸町,area:錦糸町|station:蔵前駅,
K-Dance Style【ケイ-ダンス スタイル】,〒174-0076 東京都板橋区上板橋２丁目８?２ WBD上板橋第3 B004,,https://k-dance-style.com/,03-6913-0778,"2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1,35.7623764,139.6736091,東京,なし,,,0,板橋区,成増,成増,area:成増|feature:24h,
K-POP、HIPHOPキッズダンススクール｜クレドダンススタジオ,〒141-0031 東京都品川区西五反田２丁目１７?８ 管野ビル 3F,,https://cred-dance-studio.jp/,0120-049-010,"2024-02-29 木曜日 17時00分～18時00分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 11時00分～12時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 17時00分～18時00分
2024-03-06 水曜日 定休日
",1,35.6262928,139.7212074,東京,五反田駅,203,五反田駅|目黒駅|大崎駅,3,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:五反田駅|station:目黒駅|station:大崎駅|feature:24h,
K-Studio dance & music,〒113-0031 東京都文京区根津２丁目７?１ Parade根津 101,,https://k-studio-tokyo.com/,03-3824-1743,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.7170454,139.7673447,東京,上野駅,966,上野駅,1,文京区,後楽園,後楽園,area:後楽園|station:上野駅|feature:24h,
K'sLinkStudio御徒町,〒110-0005 東京都台東区上野３丁目１９?４ フロンティアサカイビル 1F,,https://kslink.jp/?page_id=1557,03-4546-1610,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7058795,139.7735449,東京,秋葉原駅,803,秋葉原駅|上野駅,2,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:秋葉原駅|station:上野駅|feature:24h,
K2studio,〒182-0002 東京都調布市仙川町１丁目２７?２４,,http://www.k2-studio.info/K2studio/,03-5314-9974,,1,35.6626911,139.5864358,東京,なし,,,0,調布市,調布,調布,area:調布,
Ka Hula O Hawai?i,〒150-0013 東京都渋谷区恵比寿４丁目４?５ ?三伊藤ビル 3F,,https://kahulaohawaii.com/,03-5795-2873,,1,35.6455292,139.7118565,東京,恵比寿駅,204,恵比寿駅,1,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:恵比寿駅,
KAI Ballet Academy,〒150-0011 東京都渋谷区東２丁目２６?１４ NNBLDG,,https://kai-ballet-academy.amebaownd.com/,03-3797-4877,,1,35.6525,139.7071429,東京,恵比寿駅,699,恵比寿駅|渋谷駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:恵比寿駅|station:渋谷駅,
KAJIWARA BALLET WORKS,〒116-0011 東京都荒川区西尾久５丁目２４?１０,,https://www.kajiwara-ballet.com/,090-1769-2446,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.7493101,139.7586393,東京,なし,,,0,荒川区,日暮里,日暮里,area:日暮里|feature:24h,
KaQiLa～カキラ～スタジオ／株式会社キッズ・カンパニー,〒106-0032 東京都港区六本木２丁目４?９ アソルティー六本木一丁目６Ｆ,,http://www.kaqila.com/,03-3568-2010,"2024-02-29 木曜日 9時30分～17時00分
2024-03-01 金曜日 9時30分～17時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 9時30分～17時00分
2024-03-05 火曜日 9時30分～17時00分
2024-03-06 水曜日 9時30分～21時00分
",1,35.665755,139.7364723,東京,六本木駅,566,六本木駅|赤坂駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:六本木駅|station:赤坂駅|feature:24h,
KBAバレエスタジオ御茶ノ水,〒113-0034 東京都文京区湯島１丁目１２?６ 地下1F 高関ビル,,https://ballet-kba.com/,03-3772-3426,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 9時45分～12時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 19時00分～20時15分
2024-03-06 水曜日 定休日
",1,35.7026575,139.7673295,東京,秋葉原駅,763,秋葉原駅,1,文京区,後楽園,後楽園,area:後楽園|station:秋葉原駅|feature:24h,
スタジオ アーキタンツ architanz,〒105-0023 東京都港区芝浦１丁目１３?１０,,http://a-tanz.com/,,"2024-02-29 木曜日 9時30分～21時30分
2024-03-01 金曜日 9時30分～21時30分
2024-03-02 土曜日 9時30分～19時15分
2024-03-03 日曜日 9時30分～19時15分
2024-03-04 月曜日 9時30分～21時30分
2024-03-05 火曜日 9時30分～21時30分
2024-03-06 水曜日 9時30分～21時30分
",1,35.6462435,139.7536024,東京,田町駅,548,田町駅|浜松町駅,2,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:田町駅|station:浜松町駅|feature:24h,
KM Dance Arts,〒102-0076 東京都千代田区五番町５?１８ 地下1階,,https://www.kmdancearts-ichigaya.com/,03-6879-9796,"2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～20時00分
2024-03-03 日曜日 9時00分～18時00分
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1,35.6900208,139.7357024,東京,なし,,,0,千代田区,秋葉原,秋葉原,area:秋葉原|feature:24h,
江戸川区キッズアクション,〒133-0051 東京都江戸川区北小岩１丁目１７?１ 小岩アーバンプラザ,,https://kidsactiontheater.com/,,"LGBTQ フレンドリー2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 17時00分～18時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 18時00分～20時00分
",1,35.7358306,139.8923726,東京,なし,,,0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h,
kokokara,〒102-0082 東京都千代田区一番町１３?１６ 一番町法眼坂ビル 1階,,https://www.tokyo-ballet.co.jp/,090-7649-9641,LGBTQ フレンドリー,1,35.6868861,139.7411928,東京,なし,,,0,千代田区,秋葉原,秋葉原,area:秋葉原,
ダンススクエア 浦安スタジオ,〒279-0002 千葉県浦安市北栄１丁目１?１５ 3階,,http://d-s-u-s.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6648122,139.8949659,東京,なし,,,0,その他,その他,その他,feature:24h,
