studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason,place_id,google_name,rating,review_count,google_address,match_confidence,api_status,query_used
スペーススタジオ - Fresh!Studio,〒162-0041 東京都新宿区早稲田鶴巻町５７４ ＭＢＳ江戸川橋ビル 5階,http://freshspacestudio.site/,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJAQDUnAGNGGARSrv21cZdSuQ,スペーススタジオ - Fresh!Studio,2.9,7.0,〒162-0041 東京都新宿区早稲田鶴巻町５７４ ＭＢＳ江戸川橋ビル 5階,1.0,OK,スペーススタジオ - Fresh!Studio 東京都新宿区早稲田鶴巻町５７４ ＭＢＳ江戸川橋ビル 5階
ソニズレンタルスタジオ南阿佐ヶ谷店,〒166-0015 東京都杉並区成田東５丁目３９-１２ グローリーハイツ南阿佐ケ谷榎本 B1F,https://sonysdance.com/,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJVVV5zXPyGGARPff4MtOvUmA,ソニズレンタルダンススタジオ南阿佐ヶ谷,4.3,3.0,〒166-0015 東京都杉並区成田東５丁目３９−１２ グローリーハイツ南阿佐ケ谷榎本 B1F,0.889,OK,ソニズレンタルスタジオ南阿佐ヶ谷店 東京都杉並区成田東
ソニズダンススタジオ南阿佐ヶ谷,〒166-0015 東京都杉並区成田東５丁目３９-１２,https://sonysdance.com/studio/m-m,03-5306-0711,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJVVV5zXPyGGARPff4MtOvUmA,ソニズレンタルダンススタジオ南阿佐ヶ谷,4.3,3.0,〒166-0015 東京都杉並区成田東５丁目３９−１２ グローリーハイツ南阿佐ケ谷榎本 B1F,0.882,OK,ソニズダンススタジオ南阿佐ヶ谷 東京都杉並区成田東
ポールダンススタジオ Grace A,〒154-0024 東京都世田谷区三軒茶屋２丁目１４-１２ 三元ビル 403,http://www.poledance.jp/,03-3421-2836,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,,,,,,,NOT_FOUND,ポールダンススタジオ Grace A 東京都世田谷区三軒茶屋
?JDS 自由が丘のレンタルスタジオ,〒152-0035 東京都目黒区自由が丘１丁目３-２２ JSDスタジオ,http://jiyugaokastudio.com/,03-3718-9228,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJx2MviB_1GGARvVH5wrm-_5U,✅JDS 自由が丘のレンタルスタジオ,3.0,6.0,〒152-0035 東京都目黒区自由が丘１丁目３−２２ JSDスタジオ,0.941,OK,?JDS 自由が丘のレンタルスタジオ 東京都目黒区自由が丘
studio501,〒141-0032 東京都品川区大崎５丁目４-１２ 八重苅ビル,http://studio.5project.co.jp/,03-4405-9716,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJq6pe6_CKGGARTzdo7YzRf-Y,studio501,4.0,17.0,〒141-0032 東京都品川区大崎５丁目４−１２ 八重苅ビル,1.0,OK,studio501 東京都品川区大崎
TONIC DANCE STUDIO 阿佐ヶ谷,〒166-0004 東京都杉並区阿佐谷南３丁目１-２１ 徳和ビル 地下1階,https://www.tonicdancestudio.com/asagaya,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJDxpawbDzGGARX7UHOKSsSeg,TONIC DANCE STUDIO 阿佐ヶ谷,,,〒166-0004 東京都杉並区阿佐谷南３丁目１−２１ 徳和ビル 地下1階,1.0,OK,TONIC DANCE STUDIO 阿佐ヶ谷 東京都杉並区阿佐谷南
スタジオ・ブリエ 四谷,〒160-0008 東京都新宿区四谷三栄町１２-２ 大久保ビル 1階,http://www.studio-brillia.com/,03-6380-0648,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJuZTCOfOMGGARXRrgF9cxO90,スタジオ・ブリエ 四谷,5.0,3.0,〒160-0008 東京都新宿区四谷三栄町１２−２ 大久保ビル 1階,1.0,OK,スタジオ・ブリエ 四谷 東京都新宿区四谷三栄町１２?２ 大久保ビル 1階
studio RADA,〒103-0022 東京都中央区日本橋室町１丁目１-５,http://www.studiorada.com/,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJRUPuCVaJGGARrOyPItUMkK8,studio RADA,4.5,10.0,〒103-0022 東京都中央区日本橋室町１丁目１−５,1.0,OK,studio RADA 東京都中央区日本橋室町
ダンススタジオANGELO★,〒152-0035 東京都目黒区自由が丘２丁目１６-２５ シグナルヒル B1,http://angelo123.com/blog/important_news/studiorentalinfo,03-3725-9341,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJSyd5GR71GGARmpn_LZ1e4K0,キッズダンススクールANGELO★,5.0,3.0,〒152-0035 東京都目黒区自由が丘２丁目１６−２５ シグナルヒル B1,0.71,OK,ダンススタジオANGELO★ 東京都目黒区自由が丘
STUDIO ELEVATE スタジオエレベート,〒154-0024 東京都世田谷区三軒茶屋２丁目１１-２４ サンタワーズＡ 棟401,https://studioelevate.amebaownd.com/,070-8478-3872,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJwVllqWn1GGAR1DTcmPIfMBw,STUDIO ELEVATE スタジオエレベート,,,〒154-0024 東京都世田谷区三軒茶屋２丁目１１−２４ サンタワーズＡ 棟401,1.0,OK,STUDIO ELEVATE スタジオエレベート 東京都世田谷区三軒茶屋
アルゼンチンタンゴ・ダンス チケ,〒160-0011 東京都新宿区若葉１丁目１-１ 2F,https://tangochique.com/,03-6384-2988,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJYVKNE9ONGGARD9je5bODxrc,アルゼンチンタンゴ教室 チケ,4.9,9.0,〒160-0011 東京都新宿区若葉１丁目１−１ 2F,0.815,OK,アルゼンチンタンゴ・ダンス チケ 東京都新宿区若葉
サムズダンススタジオ,〒158-0097 東京都世田谷区用賀４丁目１１-４ 福島第一ビル 2F,http://www.sams-ds.com/,03-3708-3945,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJUzgvgJr1GGARMe-gNt7ZXLQ,サムズダンススタジオ,4.0,1.0,〒158-0097 東京都世田谷区用賀４丁目１１−４ 福島第一ビル 2F,1.0,OK,サムズダンススタジオ 東京都世田谷区用賀
レンタルスタジオ KeikoBa P,〒154-0004 東京都世田谷区太子堂２丁目３０-５ 地下一階,https://www.tehono.jp/keikoba-p,03-3487-5681,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJ1QW8F6D0GGARPehGek6FAuw,レンタルスタジオ KeikoBa P,3.3,3.0,〒154-0004 東京都世田谷区太子堂２丁目３０−５ 地下一階,1.0,OK,レンタルスタジオ KeikoBa P 東京都世田谷区太子堂
J's,〒158-0097 東京都世田谷区用賀３丁目２５-９,http://www.js-dance-studio.com/,03-3700-9728,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJoTVvm3b0GGARh3OuJ9wZ-2c,J's ダンススタジオ,4.5,2.0,〒158-0097 東京都世田谷区用賀３丁目２５−９,0.462,OK,J's 東京都世田谷区用賀
CARDIO BARRE JIYUGAOKA (カーディオ・バー 自由が丘店),〒152-0035 東京都目黒区自由が丘２丁目１０-４ ミルシェ自由が丘 5階,https://cardio-barre.jp/lp/03/?utm_source=facebook&utm_medium=cpc&fbclid=IwAR3Kheu4QwOEsq_Vf6-cZeTgzJ1VLZ2eB-BkHUf42kUJQKr9BH3OyQwSaSg,03-5731-5670,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJTSxeVXT1GGAR8L9MZnzOZO0,CARDIO BARRE JIYUGAOKA (カーディオ・バー 自由が丘店),4.8,154.0,〒152-0035 東京都目黒区自由が丘２丁目１０−４ ミルシェ自由が丘 5階,1.0,OK,CARDIO BARRE JIYUGAOKA (カーディオ・バー 自由が丘店) 東京都目黒区自由が丘
アロハホヌアフラスタジオ&レンタルスタジオ経堂,〒156-0052 東京都世田谷区経堂１丁目５-６ パルファム経堂 B1,https://alohahonua.net/,090-1208-0802,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJG554tZ3zGGARo3Pwo51NeYs,アロハホヌアフラスタジオ&レンタルスタジオ経堂,4.0,1.0,〒156-0052 東京都世田谷区経堂１丁目５−６ パルファム経堂 B1,1.0,OK,アロハホヌアフラスタジオ&レンタルスタジオ経堂 東京都世田谷区経堂
貸し会議室 & 全国蕎麦製粉会館【JK Room 駒込】,〒170-0003 東京都豊島区駒込１丁目４０-４ 全国蕎麦製粉協同組合４０１ コンフォート駒込,https://jk-room.com/location.html#komagome,050-5372-4665,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJQdjOJXeNGGAR-JvewXrkI_A,貸し会議室 & ダンススタジオ 全国蕎麦製粉会館【JK Room 駒込】,,,〒170-0003 東京都豊島区駒込１丁目４０−４ コンフォート駒込 全国蕎麦製粉協同組合４０１,0.873,OK,貸し会議室 & 全国蕎麦製粉会館【JK Room 駒込】 東京都豊島区駒込
レンタルスタジオ 阿佐ヶ谷リノ,〒166-0015 東京都杉並区成田東５丁目２０-９,https://asagaya-lino.linovery.com/,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJ8e2xHMLzGGARr-XenjGFBag,レンタルスタジオ 阿佐ヶ谷リノ,5.0,3.0,〒166-0015 東京都杉並区成田東５丁目２０−９,1.0,OK,レンタルスタジオ 阿佐ヶ谷リノ 東京都杉並区成田東
溶岩ホットヨガ LaLa Aasha（ララアーシャ）学芸大学,〒152-0004 東京都目黒区鷹番２丁目２０-６ Kh.01 3F,https://www.lalaaasha.jp/studios/gakugeidai/,03-5768-7768,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJge7oMsz0GGARIRcwDFkmNR0,溶岩ホットヨガ LaLa Aasha（ララアーシャ）学芸大学スタジオ,4.2,49.0,〒152-0004 東京都目黒区鷹番２丁目２０−６ Kh.01 3F,0.933,OK,溶岩ホットヨガ LaLa Aasha（ララアーシャ）学芸大学 東京都目黒区鷹番
Dancing Appaloosa ダンシング アパルーサ,〒152-0004 東京都目黒区鷹番３丁目４-１９ 江連ビル 3階 イズミダンススクール内,http://www.dancingappaloosa.com/,090-1696-0434,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJZxflgEH1GGAR8O76B2Rnr0M,カントリーダンス ダンシング アパルーサ,5.0,2.0,〒152-0004 東京都目黒区鷹番３丁目４−１９ 江連ビル 3階 イズミダンススクール内,0.455,OK,Dancing Appaloosa ダンシング アパルーサ 東京都目黒区鷹番
アトリエ エマーブル,〒158-0097 東京都世田谷区用賀３丁目１８-８ セントラルSOUI103,https://www.atelieraimable.com/,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJ1-EfGPn1GGARrS6ylgmVess,アトリエ エマーブル,4.3,12.0,〒158-0097 東京都世田谷区用賀３丁目１８−８ セントラルSOUI103,1.0,OK,アトリエ エマーブル 東京都世田谷区用賀
リリィ スタジオ&カフェ レンタルカフェ,〒156-0052 東京都世田谷区経堂２丁目７-１４-１０２,,,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJ0TNW373zGGARkjs8DR1Ptuk,リリィ スタジオ&カフェ レンタルカフェ,5.0,1.0,〒156-0052 東京都世田谷区経堂２丁目７−１４−１０２,1.0,OK,リリィ スタジオ&カフェ レンタルカフェ 東京都世田谷区経堂
三軒茶屋リーフスタジオ,〒154-0004 東京都世田谷区太子堂３丁目１４-８ 太子堂COMPLEX 3F 300号室,http://leaf.studiosquare.jp/,03-5822-4050,,0,5,3,100,S優先度記事×3|複数記事候補×5|候補少記事に出現,ChIJl74t4J_0GGAReZ9juwbJ2q8,三軒茶屋リーフ300スタジオ,,,〒154-0004 東京都世田谷区太子堂３丁目１４−８ 太子堂COMPLEX 3F 300号室,0.88,OK,三軒茶屋リーフスタジオ 東京都世田谷区太子堂
日暮里リーダンススタジオ,東京都荒川区西日暮里2-29-6秋山ビル301,https://liidance.square.site/,,https://dance-studio-lab.com/room/MjAxNTcyNmItYmQ2Ny00MmEzLWIyNjktODFkZmYxNGJiOTVh/detail,1,5,1,95,提携スタジオ|S優先度記事×1|複数記事候補×5,ChIJkz_TqWqNGGARFyM7xMwgIhk,リーダンス,4.9,19.0,〒116-0013 東京都荒川区西日暮里２丁目２９−６ 秋山ビル 301,0.588,OK,日暮里リーダンススタジオ 東京都荒川区西日暮里2-29-6秋山ビル301
エストゥディオのりこ,〒105-0004 東京都港区１６ 東京都港区 2-16-1 340,http://estudio.lolipop.jp/,03-3591-5924,,0,7,3,95,S優先度記事×3|複数記事候補×7,ChIJ44O4KuqLGGARFr3VHfYXIQY,エストゥディオのりこ,,,〒105-0004 東京都港区新橋２丁目１６ 東京都港区 2-16-1 340,1.0,OK,エストゥディオのりこ 東京都港区１６ 東京都港区 2-16-1 340
FACTORYカレッタスタジオ,〒105-7001 東京都港区東新橋１丁目８-１ B2 カレッタスタジオ,https://www.factory-studio.jp/caretta/,03-6216-9710,,0,7,3,95,S優先度記事×3|複数記事候補×7,ChIJf96XIoSLGGARtU_Ubxhk6h0,FACTORYカレッタスタジオ,3.8,6.0,〒105-7001 東京都港区東新橋１丁目８−１ B2 カレッタスタジオ,1.0,OK,FACTORYカレッタスタジオ 東京都港区東新橋
原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０-４ 地下1階,https://harajuku-rentalstudio.com/,,,0,7,3,95,S優先度記事×3|複数記事候補×7,ChIJ16lhlruMGGARsTLxWodir6I,原宿ダンススタジオ SHIN RENTAL STUDIO,2.9,16.0,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０−４ 地下1階,1.0,OK,原宿ダンススタジオ SHIN RENTAL STUDIO 東京都渋谷区千駄ケ谷
レンタルスタジオ・レンタルスペース ZEAL STUDIOS,〒105-0004 東京都港区新橋３丁目５-１０ 新三ビル B1F,http://zeal-studios.com/?utm_source=google&utm_medium=map,03-3503-0288,,0,7,3,95,S優先度記事×3|複数記事候補×7,ChIJoWLmblSLGGARAanQwJt7Nig,レンタルスタジオ・レンタルスペース ZEAL STUDIOS,3.3,43.0,〒105-0004 東京都港区新橋３丁目５−１０,1.0,OK,レンタルスタジオ・レンタルスペース ZEAL STUDIOS 東京都港区新橋
alt studio (オルトスタジオ),〒101-0051 東京都千代田区神田神保町１丁目64-３ 神保町ビル 6F,https://upnow.jp/Altstudio/jimbocho,090-1793-8220,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJI5qKQX2NGGARXk6A8O7Zcfs,レコーディングスタジオ「alt studio」,4.7,3.0,〒101-0051 東京都千代田区神田神保町１丁目64−３ 黒政ビル 6F,0.45,OK,alt studio (オルトスタジオ) 東京都千代田区神田神保町
レンタルスペース リノスペcamp東京ドーム,〒101-0061 東京都千代田区神田三崎町２丁目１２-５ ニュー千代田ビル 3F-A,https://lin.ee/a6tOsHu,050-1808-7637,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJT0Df6o6NGGARZOXAyL5q-bg,レンタルスペース リノスペcamp東京ドーム,4.7,23.0,〒101-0061 東京都千代田区神田三崎町２丁目１２−５ 3F-A,1.0,OK,レンタルスペース リノスペcamp東京ドーム 東京都千代田区神田三崎町
ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,〒107-0061 東京都港区北青山３丁目５-９ KAZU表参道 202号室,https://nahokuokahealanijp.com/,,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJ-5aidUWLGGARY60D58XZGpg,ナ・ホク・オ・カヘアラニ フラ＆タヒチアン ダンススタジオ,5.0,11.0,〒107-0061 東京都港区北青山３丁目５−９ KAZU表参道 202号室,0.829,OK,ナ・ホク・オ・カヘアラニ フラ＆タヒチアン 東京都港区北青山
すむぞうスタジオ,〒150-0041 東京都渋谷区神南１丁目１１-５ ダイネス壱番館渋谷 B1,https://studio.sumuzo.info/,03-6712-7630,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJiTfAMxGNGGARrPE-RKWphYM,すむぞうスタジオ,1.7,16.0,〒150-0041 東京都渋谷区神南１丁目１１−５ B1,1.0,OK,すむぞうスタジオ 東京都渋谷区神南
レンタル撮影スタジオDOLLY飯田橋1号店,〒102-0072 東京都千代田区飯田橋３丁目６-６ 港屋ビル 2F,https://studio-dolly.com/studio/iidabashi1/?utm_source=map,050-3196-4992,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJwf53wGSNGGARvN0n0rejQEQ,レンタル撮影スタジオDOLLYニュー飯田橋1号店,4.3,6.0,〒102-0072 東京都千代田区飯田橋３丁目６−６ 港屋ビル 2F,0.933,OK,レンタル撮影スタジオDOLLY飯田橋1号店 東京都千代田区飯田橋
Pole and Aerial Studio Polish 銀座店,〒104-0061 東京都中央区銀座７丁目８-１３ Brown Place 3階,https://www.polish-415.com/,03-5412-2555,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJm1d8asaLGGARVp4519HNz-w,Pole and Aerial Studio Polish 銀座店,5.0,11.0,〒104-0061 東京都中央区銀座７丁目８−１３ Brown Place 3階,1.0,OK,Pole and Aerial Studio Polish 銀座店 東京都中央区銀座
ミライスタジオ上野,〒110-0003 東京都台東区根岸１丁目５-１３,https://studio-mirai55.com/,,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJEx8RZU6PGGARao7zHmKHtEs,ミライスタジオ上野,4.9,12.0,〒110-0003 東京都台東区根岸１丁目５−１３,1.0,OK,ミライスタジオ上野 東京都台東区根岸
レンタルスタジオ Starshine,〒107-0061 東京都港区北青山３丁目５ 9KAZU表参道 202,https://nahokuokahealanijp.com/alohayoga/,03-6455-0264,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJQUZZjmiNGGARVV-0nFQsO6k,レンタルスタジオ Starshine,,,〒107-0061 東京都港区北青山３丁目５−５ 9KAZU表参道 202,1.0,OK,レンタルスタジオ Starshine 東京都港区北青山
渋谷RIZEスタジオ,〒150-0041 東京都渋谷区神南１丁目１３-４ Idoビル 2階A号室,http://shibuya-rize.com/,080-3095-0108,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJYSvT7puNGGARZWUQJTil-X0,渋谷RIZEスタジオ｜レンタルスタジオ,4.3,12.0,〒150-0041 東京都渋谷区神南１丁目１３−４ 2階A号室,0.69,OK,渋谷RIZEスタジオ 東京都渋谷区神南
『bco』 Private lesson/salon,〒150-0001 東京都渋谷区神宮前１丁目２１-１５ 2F奥 ナポレ原宿,http://bobbyconditioning.com/,,,0,6,3,90,S優先度記事×3|複数記事候補×6,ChIJnT99eiCNGGARsKx7RbQzU9Y,『bco』 Private lesson/salon,5.0,4.0,〒156-0043 東京都世田谷区松原２丁目４５−８,1.0,OK,『bco』 Private lesson/salon 東京都渋谷区神宮前
